Customer,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Air Carrier
Met Office,139.97,1,139.97,Ticket,Return,ECONOMY,16-08-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,106.74,1,106.74,Ticket,Single,ECONOMY,16-08-2011,269,BRISTOL,BELFAST INTL,EASYJET
Met Office,39,1,39,Ticket,Single,ECONOMY,16-08-2011,402,LONDON - LHR,ABERDEEN,INDIGO
Met Office,-22.5,-1,-22.5,Ticket,Single,ECONOMY,16-08-2011,-402,LONDON - LHR,ABERDEEN,INDIGO
Met Office,491.9,1,491.9,Ticket,Return,ECONOMY,17-08-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,422.49,1,422.49,Ticket,Return,PREMIUM ECONOMY,17-08-2011,1585,LONDON - LHR,VIENNA,INDIGO
Met Office,422.49,1,422.49,Ticket,Return,PREMIUM ECONOMY,17-08-2011,1585,LONDON - LHR,VIENNA,INDIGO
Met Office,422.49,1,422.49,Ticket,Return,PREMIUM ECONOMY,17-08-2011,1585,LONDON - LHR,VIENNA,INDIGO
Met Office,155.93,1,155.93,Ticket,Return,ECONOMY,17-08-2011,698,BELFAST INTL,LONDON - LGW,EASYJET
Met Office,114.93,1,114.93,Ticket,Return,ECONOMY,17-08-2011,633,EDINBURGH,BRISTOL,EASYJET
Met Office,231.2,1,231.2,Ticket,Single,ECONOMY,18-08-2011,2037,LARNACA,LONDON - LHR,BRITISH AIRWAYS
Met Office,231.2,1,231.2,Ticket,Single,ECONOMY,18-08-2011,2037,LARNACA,LONDON - LHR,BRITISH AIRWAYS
Met Office,208.97,1,208.97,Ticket,Return,ECONOMY,18-08-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,180.99,1,180.99,Ticket,Return,ECONOMY,18-08-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,145.53,1,145.53,Ticket,Return,ECONOMY,18-08-2011,858,BRISTOL,INVERNESS,EASYJET
Met Office,145.53,1,145.53,Ticket,Return,ECONOMY,18-08-2011,858,BRISTOL,INVERNESS,EASYJET
Met Office,40,1,40,Ticket,Single,ECONOMY,18-08-2011,0,ABERDEEN,LERWICK,AIR ASIA
Met Office,34,1,34,Ticket,Single,ECONOMY,18-08-2011,0,EXETER,ABERDEEN,AIR ASIA
Met Office,1617.53,1,1617.53,Ticket,Return,ECONOMY,19-08-2011,13264,LONDON - LHR,JOBURG,BRITISH AIRWAYS
Met Office,312.6,1,312.6,Ticket,Return,ECONOMY,19-08-2011,1527,BRISTOL,PRAGUE,KLM
Met Office,194.19,1,194.19,Ticket,Return,ECONOMY,19-08-2011,900,LONDON - LHR,HANOVER,INDIGO
Met Office,133,1,133,Ticket,Return,ECONOMY,19-08-2011,206,GLASGOW,TIREE,AIR ASIA
Met Office,108.49,1,108.49,Ticket,Single,ECONOMY,19-08-2011,287,BELFAST CITY,EXETER,AIR ASIA
Met Office,94.11,1,94.11,Ticket,Return,ECONOMY,19-08-2011,269,EDINBURGH,BELFAST CITY,AIR ASIA
Met Office,80,1,80,Ticket,Return,ECONOMY,20-08-2011,0,LERWICK,EXETER,AIR ASIA
Met Office,74.24,1,74.24,Ticket,Single,ECONOMY,23-08-2011,269,BRISTOL,BELFAST INTL,EASYJET
Met Office,291.33,1,291.33,Ticket,Single,ECONOMY,24-08-2011,0,NULL,NULL,AIR ASIA
Met Office,163.97,1,163.97,Ticket,Return,ECONOMY,24-08-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,157.96,1,157.96,Ticket,Return,ECONOMY,24-08-2011,446,BELFAST CITY,EAST MIDLANDS,BMI BABY
Met Office,65.24,1,65.24,Ticket,Single,ECONOMY,24-08-2011,317,BRISTOL,EDINBURGH,EASYJET
Met Office,456.97,1,456.97,Ticket,Return,ECONOMY,25-08-2011,1255,ABERDEEN,TRONDHEIM,SCANDINAVIAN AIRLINES
Met Office,219.44,1,219.44,Ticket,Return,ECONOMY,25-08-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,210.99,1,210.99,Ticket,Return,ECONOMY,25-08-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,173.99,1,173.99,Ticket,Return,ECONOMY,25-08-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,128.94,1,128.94,Ticket,Return,ECONOMY,25-08-2011,376,ABERDEEN,LERWICK,AIR ASIA
Met Office,128.94,1,128.94,Ticket,Return,ECONOMY,25-08-2011,376,ABERDEEN,LERWICK,AIR ASIA
Met Office,91.49,1,91.49,Ticket,Single,ECONOMY,25-08-2011,360,EDINBURGH,EXETER,AIR ASIA
Met Office,86.76,1,86.76,Ticket,Return,ECONOMY,25-08-2011,443,EXETER,DUBLIN,AIR ASIA
Met Office,23.98,1,23.98,Ticket,Return,ECONOMY,25-08-2011,0,EXETER,ABERDEEN,AIR ASIA
Met Office,239.56,1,239.56,Ticket,Return,ECONOMY,26-08-2011,564,EDINBURGH,LERWICK,AIR ASIA
Met Office,137.92,1,137.92,Ticket,Return,ECONOMY,26-08-2011,570,BRISTOL,PARIS,EASYJET
Met Office,167.3,1,167.3,Ticket,Single,ECONOMY,27-08-2011,402,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Met Office,138.73,1,138.73,Ticket,Single,ECONOMY,27-08-2011,266,ABERDEEN,MANCHESTER,AIR ASIA
Met Office,129.4,1,129.4,Ticket,Single,ECONOMY,27-08-2011,266,MANCHESTER,ABERDEEN,INDIGO
Met Office,77.53,1,77.53,Ticket,Return,ECONOMY,27-08-2011,538,BRISTOL,BELFAST INTL,EASYJET
Met Office,331.57,1,331.57,Ticket,Single,ECONOMY,28-08-2011,309,ABERDEEN,STAVANGER,SCANDINAVIAN AIRLINES
Met Office,83.48,1,83.48,Ticket,Single,ECONOMY,28-08-2011,494,BIRMINGHAM,HAMBURG,AIR ASIA
Met Office,1100.63,1,1100.63,Ticket,Return,ECONOMY,29-08-2011,9056,LONDON - LHR,NAIROBI,KENYA AIRWAYS
Met Office,231.86,1,231.86,Ticket,Return,ECONOMY,29-08-2011,718,PADERBORN,STANSTED,AIR BERLIN
Met Office,100.03,1,100.03,Ticket,Return,ECONOMY,29-08-2011,1223,LONDON - LGW,COPENHAGEN,EASYJET
Met Office,138.3,1,138.3,Ticket,Single,ECONOMY,30-08-2011,585,LONDON - LHR,MUNICH,BRITISH AIRWAYS
Met Office,239.2,1,239.2,Ticket,Return,PREMIUM ECONOMY,31-08-2011,1653,LONDON - LHR,CRETE,AEGEAN AVIATION S.A
Met Office,284.59,1,284.59,Ticket,Return,ECONOMY,01-09-2011,1150,LONDON - LHR,MUNICH,INDIGO
Met Office,284.59,1,284.59,Ticket,Return,ECONOMY,01-09-2011,1150,LONDON - LHR,MUNICH,INDIGO
Met Office,215.01,1,215.01,Ticket,Return,ECONOMY,01-09-2011,144,GLASGOW,GLENEGEDALE,AIR ASIA
Met Office,132.93,1,132.93,Ticket,Return,ECONOMY,01-09-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,128,1,128,Ticket,Return,ECONOMY,01-09-2011,0,LONDON - LHR,MUNICH,INDIGO
Met Office,128,1,128,Ticket,Return,ECONOMY,01-09-2011,0,LONDON - LHR,MUNICH,INDIGO
Met Office,125.89,1,125.89,Ticket,Return,ECONOMY,01-09-2011,570,BRISTOL,PARIS,EASYJET
Met Office,121.88,1,121.88,Ticket,Return,ECONOMY,01-09-2011,570,BRISTOL,PARIS,EASYJET
Met Office,121.87,1,121.87,Ticket,Return,ECONOMY,01-09-2011,570,BRISTOL,PARIS,EASYJET
Met Office,104.6,1,104.6,Ticket,Return,ECONOMY,01-09-2011,1217,LONDON - LHR,COPENHAGEN,SCANDINAVIAN AIRLINES
Met Office,88.48,1,88.48,Ticket,Single,ECONOMY,01-09-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,2483.03,1,2483.03,Ticket,Return,ECONOMY,02-09-2011,22087,LONDON - LHR,SYDNEY,QANTAS
Met Office,376.94,1,376.94,Ticket,Return,ECONOMY,02-09-2011,1125,BRISTOL,FRANKFURT,AIR FRANCE
Met Office,280.28,1,280.28,Ticket,Return,ECONOMY,02-09-2011,689,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Met Office,247.5,1,247.5,Ticket,Return,PREMIUM ECONOMY,02-09-2011,1217,LONDON - LHR,COPENHAGEN,SCANDINAVIAN AIRLINES
Met Office,202.74,1,202.74,Ticket,Return,ECONOMY,02-09-2011,651,BRISTOL,AMSTERDAM,KLM
Met Office,188.42,1,188.42,Ticket,Single,ECONOMY,02-09-2011,282,EDINBURGH,LERWICK,AIR ASIA
Met Office,183,1,183,Ticket,Return,ECONOMY,02-09-2011,0,NAIROBI,NAIROBI,KENYA AIRWAYS
Met Office,173.14,1,173.14,Ticket,Single,ECONOMY,02-09-2011,157,BENBECULA,GLASGOW,AIR ASIA
Met Office,92.9,1,92.9,Ticket,Single,ECONOMY,02-09-2011,585,MUNICH,LONDON - LHR,BRITISH AIRWAYS
Met Office,46.5,1,46.5,Ticket,Single,ECONOMY,02-09-2011,0,EDINBURGH,EXETER,AIR ASIA
Met Office,0,1,0,Ticket,Return,ECONOMY,02-09-2011,0,NAIROBI,NAIROBI,KENYA AIRWAYS
Met Office,0,-1,0,Ticket,Return,ECONOMY,02-09-2011,0,NAIROBI,NAIROBI,KENYA AIRWAYS
Met Office,274.62,1,274.62,Ticket,Single,ECONOMY,04-09-2011,637,LERWICK,EXETER,AIR ASIA
Met Office,127.69,1,127.69,Ticket,Single,ECONOMY,04-09-2011,331,LONDON - LHR,EDINBURGH,INDIGO
Met Office,50.94,1,50.94,Ticket,Single,ECONOMY,04-09-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,409.9,1,409.9,Ticket,Single,ECONOMY,05-09-2011,564,STAVANGER,LONDON - LHR,INDIGO
Met Office,366.8,1,366.8,Ticket,Return,ECONOMY,06-09-2011,1497,LONDON - LHR,OSLO,SCANDINAVIAN AIRLINES
Met Office,366.8,1,366.8,Ticket,Return,ECONOMY,06-09-2011,1497,LONDON - LHR,OSLO,SCANDINAVIAN AIRLINES
Met Office,346,1,346,Ticket,Return,ECONOMY,06-09-2011,1497,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,343.36,1,343.36,Ticket,Return,ECONOMY,06-09-2011,4469,EDINBURGH,PAPHOS,THOMSON FLY
Met Office,343.36,1,343.36,Ticket,Return,ECONOMY,06-09-2011,4469,EDINBURGH,PAPHOS,THOMSON FLY
Met Office,293.21,1,293.21,Ticket,Return,ECONOMY,06-09-2011,1389,BRISTOL,BERLIN,EASYJET
Met Office,293.21,1,293.21,Ticket,Return,ECONOMY,06-09-2011,1389,BRISTOL,BERLIN,EASYJET
Met Office,265.8,1,265.8,Ticket,Return,ECONOMY,06-09-2011,1497,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,245.8,1,245.8,Ticket,Return,ECONOMY,06-09-2011,1497,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,236.4,1,236.4,Ticket,Return,ECONOMY,06-09-2011,1497,LONDON - LHR,OSLO,SCANDINAVIAN AIRLINES
Met Office,196,1,196,Ticket,Single,ECONOMY,06-09-2011,304,EAST MIDLANDS,ABERDEEN,EASTERN AIRWAYS
Met Office,178.3,1,178.3,Ticket,Single,ECONOMY,06-09-2011,749,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,136.2,1,136.2,Ticket,Return,ECONOMY,06-09-2011,1497,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,60,1,60,Ticket,Single,ECONOMY,06-09-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,35,1,35,Ticket,Return,ECONOMY,06-09-2011,0,ENTEBBE,NAIROBI,KENYA AIRWAYS
Met Office,16,1,16,Ticket,Single,ECONOMY,06-09-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,0,1,0,Ticket,Return,ECONOMY,06-09-2011,0,ENTEBBE,NAIROBI,KENYA AIRWAYS
Met Office,0,-1,0,Ticket,Return,ECONOMY,06-09-2011,0,ENTEBBE,NAIROBI,KENYA AIRWAYS
Met Office,380.22,1,380.22,Ticket,Return,ECONOMY,07-09-2011,1234,SOUTHAMPTON,LERWICK,AIR ASIA
Met Office,347.74,1,347.74,Ticket,Return,ECONOMY,07-09-2011,1183,CARDIFF,LERWICK,AIR ASIA
Met Office,320.49,1,320.49,Ticket,Return,ECONOMY,07-09-2011,1280,LERWICK,EXETER,AIR ASIA
Met Office,270.97,1,270.97,Ticket,Return,ECONOMY,07-09-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,237.09,1,237.09,Ticket,Return,ECONOMY,07-09-2011,715,GLASGOW,EXETER,AIR ASIA
Met Office,236.84,1,236.84,Ticket,Return,ECONOMY,07-09-2011,570,BRISTOL,PARIS,AIR FRANCE
Met Office,218.9,1,218.9,Ticket,Single,ECONOMY,07-09-2011,266,MANCHESTER,ABERDEEN,INDIGO
Met Office,163.97,1,163.97,Ticket,Return,ECONOMY,07-09-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,152.1,1,152.1,Ticket,Return,ECONOMY,07-09-2011,582,EXETER,PARIS,AIR FRANCE
Met Office,137.49,1,137.49,Ticket,Single,ECONOMY,07-09-2011,0,NULL,NULL,AIR ASIA
Met Office,120.48,1,120.48,Ticket,Single,ECONOMY,07-09-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,120.48,1,120.48,Ticket,Single,ECONOMY,07-09-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,114.8,1,114.8,Ticket,Single,ECONOMY,07-09-2011,585,MUNICH,LONDON - LHR,BRITISH AIRWAYS
Met Office,109.94,1,109.94,Ticket,Single,ECONOMY,07-09-2011,429,INVERNESS,BRISTOL,EASYJET
Met Office,90.24,1,90.24,Ticket,Single,ECONOMY,07-09-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,86,1,86,Ticket,Return,ECONOMY,07-09-2011,0,ABERDEEN,EXETER,AIR ASIA
Met Office,69.48,1,69.48,Ticket,Single,ECONOMY,07-09-2011,266,ABERDEEN,MANCHESTER,AIR ASIA
Met Office,25.98,1,25.98,Ticket,Return,ECONOMY,07-09-2011,0,LERWICK,EXETER,AIR ASIA
Met Office,401.2,1,401.2,Ticket,Return,ECONOMY,08-09-2011,3019,LONDON - LHR,ATHENS,AEGEAN AVIATION S.A
Met Office,234.59,1,234.59,Ticket,Return,ECONOMY,08-09-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,220.61,1,220.61,Ticket,Return,ECONOMY,08-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,220.61,1,220.61,Ticket,Return,ECONOMY,08-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,161.1,1,161.1,Ticket,Return,ECONOMY,08-09-2011,1497,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,149.94,1,149.94,Ticket,Return,ECONOMY,08-09-2011,1137,BRISTOL,TOULOUSE,EASYJET
Met Office,122.92,1,122.92,Ticket,Return,ECONOMY,08-09-2011,1137,BRISTOL,TOULOUSE,EASYJET
Met Office,95.49,1,95.49,Ticket,Return,ECONOMY,08-09-2011,0,EDINBURGH,EXETER,AIR ASIA
Met Office,91.37,1,91.37,Ticket,Single,ECONOMY,08-09-2011,326,AMSTERDAM,BRISTOL,EASYJET
Met Office,282.93,1,282.93,Ticket,Return,ECONOMY,09-09-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,258.18,1,258.18,Ticket,Return,ECONOMY,09-09-2011,624,LONDON - LHR,BELFAST CITY,INDIGO
Met Office,251.9,1,251.9,Ticket,Return,ECONOMY,09-09-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,200.61,1,200.61,Ticket,Return,ECONOMY,09-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,140.9,1,140.9,Ticket,Return,ECONOMY,09-09-2011,1137,BRISTOL,TOULOUSE,EASYJET
Met Office,130.21,1,130.21,Ticket,Return,ECONOMY,09-09-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,130.21,1,130.21,Ticket,Return,ECONOMY,09-09-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,104.59,1,104.59,Ticket,Single,ECONOMY,09-09-2011,0,ABERDEEN,MANCHESTER,AIR ASIA
Met Office,89.4,1,89.4,Ticket,Single,ECONOMY,09-09-2011,266,MANCHESTER,ABERDEEN,INDIGO
Met Office,88.3,1,88.3,Ticket,Single,ECONOMY,09-09-2011,549,LONDON - LHR,TOULOUSE,BRITISH AIRWAYS
Met Office,75.49,1,75.49,Ticket,Single,ECONOMY,09-09-2011,0,NULL,NULL,AIR ASIA
Met Office,74.48,1,74.48,Ticket,Single,ECONOMY,09-09-2011,187,EXETER,MANCHESTER,AIR ASIA
Met Office,73.48,1,73.48,Ticket,Single,ECONOMY,09-09-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,62.48,1,62.48,Ticket,Single,ECONOMY,09-09-2011,360,EDINBURGH,EXETER,AIR ASIA
Met Office,62.48,1,62.48,Ticket,Single,ECONOMY,09-09-2011,360,EDINBURGH,EXETER,AIR ASIA
Met Office,170.91,1,170.91,Ticket,Return,ECONOMY,10-09-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,82.85,1,82.85,Ticket,Single,ECONOMY,10-09-2011,568,TOULOUSE,BRISTOL,EASYJET
Met Office,77.83,1,77.83,Ticket,Single,ECONOMY,10-09-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,51.49,1,51.49,Ticket,Single,ECONOMY,10-09-2011,0,NULL,NULL,AIR ASIA
Met Office,274.3,1,274.3,Ticket,Return,ECONOMY,11-09-2011,1653,CRETE,CRETE,AEGEAN AVIATION S.A
Met Office,274.3,1,274.3,Ticket,Return,ECONOMY,11-09-2011,1653,CRETE,CRETE,AEGEAN AVIATION S.A
Met Office,274.3,1,274.3,Ticket,Return,ECONOMY,11-09-2011,1653,CRETE,CRETE,AEGEAN AVIATION S.A
Met Office,156.14,1,156.14,Ticket,Single,ECONOMY,11-09-2011,188,LERWICK,ABERDEEN,AIR ASIA
Met Office,149.48,1,149.48,Ticket,Single,ECONOMY,11-09-2011,231,ABERDEEN,LEEDS,AIR ASIA
Met Office,-28.1,-1,-28.1,Ticket,Return,ECONOMY,11-09-2011,-1653,CRETE,CRETE,AEGEAN AVIATION S.A
Met Office,-28.1,-1,-28.1,Ticket,Return,ECONOMY,11-09-2011,-1653,CRETE,CRETE,AEGEAN AVIATION S.A
Met Office,-28.1,-1,-28.1,Ticket,Return,ECONOMY,11-09-2011,-1653,CRETE,CRETE,AEGEAN AVIATION S.A
Met Office,94.3,1,94.3,Ticket,Single,ECONOMY,12-09-2011,588,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,887.75,1,887.75,Ticket,Return,PREMIUM ECONOMY,13-09-2011,9889,ABERDEEN,MUMBAI,AIR FRANCE
Met Office,250.3,1,250.3,Ticket,Return,ECONOMY,13-09-2011,1826,LONDON - LHR,WARSAW,BRITISH AIRWAYS
Met Office,210.18,1,210.18,Ticket,Return,ECONOMY,13-09-2011,736,EXETER,AMSTERDAM,AIR ASIA
Met Office,167.5,1,167.5,Ticket,Return,ECONOMY,13-09-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,121.16,1,121.16,Ticket,Return,ECONOMY,13-09-2011,1389,BRISTOL,BERLIN,EASYJET
Met Office,117.79,1,117.79,Ticket,Return,PREMIUM ECONOMY,13-09-2011,1177,LONDON - LHR,BERLIN,INDIGO
Met Office,111.53,1,111.53,Ticket,Return,ECONOMY,13-09-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,66.99,1,66.99,Ticket,Single,ECONOMY,13-09-2011,192,EDINBURGH,STORNOWAY,AIR ASIA
Met Office,20,1,20,Ticket,Return,ECONOMY,13-09-2011,0,BRISTOL,BERLIN,EASYJET
Met Office,13,1,13,Ticket,Return,ECONOMY,13-09-2011,0,BRISTOL,GENEVA,EASYJET
Met Office,361.22,1,361.22,Ticket,Return,ECONOMY,14-09-2011,662,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Met Office,295.93,1,295.93,Ticket,Return,ECONOMY,14-09-2011,3124,LONDON - LHR,ISTANBUL,BRITISH AIRWAYS
Met Office,295.93,1,295.93,Ticket,Return,ECONOMY,14-09-2011,3124,LONDON - LHR,ISTANBUL,BRITISH AIRWAYS
Met Office,141.95,1,141.95,Ticket,Return,ECONOMY,14-09-2011,389,STANSTED,AMSTERDAM,EASYJET
Met Office,141.95,1,141.95,Ticket,Return,ECONOMY,14-09-2011,389,STANSTED,AMSTERDAM,EASYJET
Met Office,118.53,1,118.53,Ticket,Return,ECONOMY,14-09-2011,858,BRISTOL,INVERNESS,EASYJET
Met Office,81.94,1,81.94,Ticket,Single,ECONOMY,14-09-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,60,1,60,Ticket,Return,ECONOMY,14-09-2011,0,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Met Office,51.99,1,51.99,Ticket,Return,ECONOMY,14-09-2011,1479,STANSTED,TRIESTE,RYANAIR
Met Office,640.43,1,640.43,Ticket,Return,ECONOMY,15-09-2011,8599,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,634.95,1,634.95,Ticket,Return,ECONOMY,15-09-2011,874,ABERDEEN,AMSTERDAM,KLM
Met Office,634.95,1,634.95,Ticket,Return,ECONOMY,15-09-2011,874,ABERDEEN,AMSTERDAM,KLM
Met Office,421.69,1,421.69,Ticket,Return,ECONOMY,15-09-2011,803,ABERDEEN,LONDON - LHR,INDIGO
Met Office,290.3,1,290.3,Ticket,Return,ECONOMY,15-09-2011,903,ABERDEEN,EXETER,AIR ASIA
Met Office,232.93,1,232.93,Ticket,Return,ECONOMY,15-09-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,215.7,1,215.7,Ticket,Return,ECONOMY,15-09-2011,1177,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,154.4,1,154.4,Ticket,Return,ECONOMY,15-09-2011,1400,LONDON - LGW,BOLOGNA,BRITISH AIRWAYS
Met Office,153.9,1,153.9,Ticket,Return,ECONOMY,15-09-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,110.48,1,110.48,Ticket,Single,ECONOMY,15-09-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,109.9,1,109.9,Ticket,Return,ECONOMY,15-09-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,99.3,1,99.3,Ticket,Return,ECONOMY,15-09-2011,1177,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,98.98,1,98.98,Ticket,Single,ECONOMY,15-09-2011,530,STORNOWAY,EXETER,AIR ASIA
Met Office,96.53,1,96.53,Ticket,Return,ECONOMY,15-09-2011,636,GLASGOW,BRISTOL,EASYJET
Met Office,854.3,1,854.3,Ticket,Return,ECONOMY,16-09-2011,5833,EXETER,DAKAR,AIR FRANCE
Met Office,346.56,1,346.56,Ticket,Return,ECONOMY,16-09-2011,384,EDINBURGH,STORNOWAY,AIR ASIA
Met Office,157.15,1,157.15,Ticket,Return,ECONOMY,16-09-2011,411,BRISTOL,DUBLIN,AER LINGUS
Met Office,157.15,1,157.15,Ticket,Return,ECONOMY,16-09-2011,411,BRISTOL,DUBLIN,AER LINGUS
Met Office,134.39,1,134.39,Ticket,Single,ECONOMY,16-09-2011,585,LONDON - LHR,MUNICH,LUFTHANSA
Met Office,109.3,1,109.3,Ticket,Return,ECONOMY,16-09-2011,1177,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,99,1,99,Ticket,Return,ECONOMY,16-09-2011,107,PENZANCE,ISLES OF SCILLY,Scilly Helicopters
Met Office,694.3,1,694.3,Ticket,Return,ECONOMY,17-09-2011,5768,ST PETERSBURG,DUSHANBE,PULKOVO AVIATION ENTERPR
Met Office,638.03,1,638.03,Ticket,Single,ECONOMY,17-09-2011,1313,LONDON - LHR,ST PETERSBURG,BRITISH AIRWAYS
Met Office,359.62,1,359.62,Ticket,Return,ECONOMY,17-09-2011,354,GLASGOW,STORNOWAY,AIR ASIA
Met Office,297.87,1,297.87,Ticket,Return,ECONOMY,17-09-2011,936,LONDON - LGW,INVERNESS,BRITISH AIRWAYS
Met Office,238.1,1,238.1,Ticket,Return,ECONOMY,17-09-2011,1177,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,98,1,98,Ticket,Single,ECONOMY,17-09-2011,695,BERLIN,BRISTOL,EASYJET
Met Office,68.87,1,68.87,Ticket,Single,ECONOMY,17-09-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,-638.03,-1,-638.03,Ticket,Single,ECONOMY,17-09-2011,-1313,LONDON - LHR,ST PETERSBURG,BRITISH AIRWAYS
Met Office,-694.3,-1,-694.3,Ticket,Return,ECONOMY,17-09-2011,-5768,ST PETERSBURG,DUSHANBE,PULKOVO AVIATION ENTERPR
Met Office,2909.13,1,2909.13,Ticket,Return,PREMIUM ECONOMY,18-09-2011,13090,LONDON - LHR,JOBURG,BRITISH AIRWAYS
Met Office,2909.13,1,2909.13,Ticket,Return,PREMIUM ECONOMY,18-09-2011,13090,LONDON - LHR,JOBURG,BRITISH AIRWAYS
Met Office,249.93,1,249.93,Ticket,Return,ECONOMY,18-09-2011,3124,LONDON - LHR,ISTANBUL,BRITISH AIRWAYS
Met Office,249.93,1,249.93,Ticket,Return,ECONOMY,18-09-2011,3124,LONDON - LHR,ISTANBUL,BRITISH AIRWAYS
Met Office,154.94,1,154.94,Ticket,Single,ECONOMY,18-09-2011,429,INVERNESS,BRISTOL,EASYJET
Met Office,108.9,1,108.9,Ticket,Return,ECONOMY,18-09-2011,518,BRISTOL,BELFAST CITY,AIR ASIA
Met Office,69,1,69,Ticket,Single,ECONOMY,18-09-2011,331,EDINBURGH,LONDON - LHR,INDIGO
Met Office,1442.13,1,1442.13,Ticket,Return,ECONOMY,19-09-2011,21013,LONDON - LHR,MELBOURNE,BRITISH AIRWAYS
Met Office,952.93,1,952.93,Ticket,Return,ECONOMY,19-09-2011,13525,LONDON - LHR,SINGAPORE,QANTAS
Met Office,272.9,1,272.9,Ticket,Return,ECONOMY,19-09-2011,5833,EXETER,DAKAR,AIR FRANCE
Met Office,111.7,1,111.7,Ticket,Single,ECONOMY,19-09-2011,368,AMSTERDAM,EXETER,AIR ASIA
Met Office,106.67,1,106.67,Ticket,Single,ECONOMY,19-09-2011,363,INVERNESS,BIRMINGHAM,AIR ASIA
Met Office,1394.63,1,1394.63,Ticket,Return,ECONOMY,20-09-2011,7350,LONDON - LHR,DUSHANBE,TURKISH AIRLINES INC.
Met Office,1018.33,1,1018.33,Ticket,Return,ECONOMY,20-09-2011,13525,LONDON - LHR,SINGAPORE,SINGAPORE AIRLINES
Met Office,778.73,1,778.73,Ticket,Return,ECONOMY,20-09-2011,13525,LONDON - LHR,SINGAPORE,SINGAPORE AIRLINES
Met Office,236.4,1,236.4,Ticket,Return,ECONOMY,20-09-2011,1895,MUMBAI,COLOMBO,JET AIRWAYS
Met Office,149.94,1,149.94,Ticket,Return,ECONOMY,20-09-2011,457,LEEDS,EXETER,AIR ASIA
Met Office,124.53,1,124.53,Ticket,Return,ECONOMY,20-09-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,116.53,1,116.53,Ticket,Return,ECONOMY,20-09-2011,858,INVERNESS,BRISTOL,EASYJET
